Country or Area,Country or Area Code,Age Group,Indicator,Date - Year,Value - Total fertility (TFR),Series,DataType,Data Source Type,Survey Programme,Data Source Inventory ID,Data Source Name,Data Source Name (short),Data Source Start Year,Data Source End Year,Reference,Reference Year
China,156,[Total],TFR,1986,2.33,"1987 One-per-Hundred Survey,Reconstructed Birth Histories data,Below Replacement Fertility in China,657-164-40359",Reconstructed Birth Histories data,Survey,Survey,657,China 1987 One-per-Hundred National Population Survey,1987 One-per-Hundred Survey,1987,1987,Below Replacement Fertility in China - A Close Look at Recent Evidence,1994
China,156,[Total],TFR,1986,2.529435,"Estimates,Computed from CBR from NBS, UNPD",Computed rate from NSO,Estimate,Estimate,2068,All sources of estimates,Estimates,1986,1986,United Nations Population Division,2015
China,156,[Total],TFR,1986,2.602382,"Estimates,Computed from education statistics,TFR Education estimates 2015 (Census enrolment rate), UNPD",Computed from education stats,Estimate,Estimate,2068,All sources of estimates,Estimates,1986,1986,United Nations Population Division,2015
China,156,[Total],TFR,1986.020191,2.18,"1988 Two-per-Thousand FS,Reconstructed Birth Histories data,Below Replacement Fertility in China,140-164-40359",Reconstructed Birth Histories data,Survey,Survey,140,China 1988 National Two-per-Thousand-Population Sample Survey on Fertility and Contraceptives,1988 Two-per-Thousand FS,1988,1988,Below Replacement Fertility in China - A Close Look at Recent Evidence,1994
China,156,[Total],TFR,1986.020191,2.42,"1988 Two-per-Thousand FS,Birth Histories,China 1988 Two-per-Thousand FS,140-63-40361",Birth histories,Survey,Survey,140,China 1988 National Two-per-Thousand-Population Sample Survey on Fertility and Contraceptives,1988 Two-per-Thousand FS,1988,1988,China 1988 Two-per-Thousand FS tabulation,2013
China,156,[Total],TFR,1986.249267578,2.46,"1992 Fertility Survey,Birth Histories,Below Replacement Fertility in China,750-63-40359",Birth histories,Survey,Survey,750,China 1992 National Fertility and Family Planning Survey,1992 Fertility Survey,1992,1992,Below Replacement Fertility in China - A Close Look at Recent Evidence,1994
China,156,[Total],TFR,1986.337782,2.3675,"2000 Census,Reconstructed Birth Histories data,Fertility Estimates,272-164-40383",Reconstructed Birth Histories data,Census,Census,272,China 2000 Census,2000 Census,2000,2000,"Fertility Estimates for Provinces of China, 1975-2000",2007
China,156,[Total],TFR,1986.501369863,2.702122,"2000 Census, reverse survival method",Reverse survival method,Census,Census,272,China 2000 Census,2000 Census,2000,2000,United Nations Population Division,2019
China,156,[Total],TFR,1986.501369863,2.654538,"2010 Census, reverse survival method",Reverse survival method,Census,Census,4778,China 2010 Census,2010 Census,2010,2010,United Nations Population Division,2019
China,156,[Total],TFR,1986.998657227,2.5535,"1990 Census,Reconstructed Birth Histories data,Population Census 1990,1569-164-40390",Reconstructed Birth Histories data,Census,Census,1569,China 1990 Census,1990 Census,1990,1990,"Recent fertility trends in China:  Results from the 1990 Census. in Census Office, Department of Population Statistics of the State Statistical Bureau (Ed.) 1994.  1990 Population Census of China - Proceedings of International Seminar.  p. 681, Table 4.",1994
China,156,[Total],TFR,1987,2.59,"1997 FPRHS,Birth Histories,TF-level-education,2871-63-40398",Birth histories,Survey,Survey,2871,China 1997 National Family Planning and Reproductive Health Survey,1997 FPRHS,1997,1997,TF-level-education,2003
China,156,[Total],TFR,1987,2.41083,"1987 One-per-Hundred Survey,Recent births,National Statistics,657-62-40351",Recent births,Survey,Survey,657,China 1987 One-per-Hundred National Population Survey,1987 One-per-Hundred Survey,1987,1987,1987 survey tabulation,2013
China,156,[Total],TFR,1987,2.46,"1987 One-per-Hundred Survey,Reconstructed Birth Histories data,Below Replacement Fertility in China,657-164-40359",Reconstructed Birth Histories data,Survey,Survey,657,China 1987 One-per-Hundred National Population Survey,1987 One-per-Hundred Survey,1987,1987,Below Replacement Fertility in China - A Close Look at Recent Evidence,1994
China,156,[Total],TFR,1987,2.545436,"Estimates,Computed from CBR from NBS, UNPD",Computed rate from NSO,Estimate,Estimate,2068,All sources of estimates,Estimates,1987,1987,United Nations Population Division,2015
China,156,[Total],TFR,1987,2.717605,"Estimates,Computed from education statistics,TFR Education estimates 2015 (Census enrolment rate), UNPD",Computed from education stats,Estimate,Estimate,2068,All sources of estimates,Estimates,1987,1987,United Nations Population Division,2015
China,156,[Total],TFR,1987.020191,2.586,"1988 Two-per-Thousand FS,Birth Histories,China 1988 Two-per-Thousand FS,140-63-40361",Birth histories,Survey,Survey,140,China 1988 National Two-per-Thousand-Population Sample Survey on Fertility and Contraceptives,1988 Two-per-Thousand FS,1988,1988,China 1988 Two-per-Thousand FS tabulation,2013
China,156,[Total],TFR,1987.020191,2.34,"1988 Two-per-Thousand FS,Reconstructed Birth Histories data,Below Replacement Fertility in China,140-164-40359",Reconstructed Birth Histories data,Survey,Survey,140,China 1988 National Two-per-Thousand-Population Sample Survey on Fertility and Contraceptives,1988 Two-per-Thousand FS,1988,1988,Below Replacement Fertility in China - A Close Look at Recent Evidence,1994
China,156,[Total],TFR,1987.249267578,2.57,"1992 Fertility Survey,Birth Histories,Below Replacement Fertility in China,750-63-40359",Birth histories,Survey,Survey,750,China 1992 National Fertility and Family Planning Survey,1992 Fertility Survey,1992,1992,Below Replacement Fertility in China - A Close Look at Recent Evidence,1994
China,156,[Total],TFR,1987.337782,2.557,"2000 Census,Reconstructed Birth Histories data,Fertility Estimates,272-164-40383",Reconstructed Birth Histories data,Census,Census,272,China 2000 Census,2000 Census,2000,2000,"Fertility Estimates for Provinces of China, 1975-2000",2007
China,156,[Total],TFR,1987.501369863,2.885019,"2000 Census, reverse survival method",Reverse survival method,Census,Census,272,China 2000 Census,2000 Census,2000,2000,United Nations Population Division,2019
China,156,[Total],TFR,1987.501369863,2.834788,"2010 Census, reverse survival method",Reverse survival method,Census,Census,4778,China 2010 Census,2010 Census,2010,2010,United Nations Population Division,2019
China,156,[Total],TFR,1987.998657227,2.4305,"1990 Census,Reconstructed Birth Histories data,Population Census 1990,1569-164-40390",Reconstructed Birth Histories data,Census,Census,1569,China 1990 Census,1990 Census,1990,1990,"Recent fertility trends in China:  Results from the 1990 Census. in Census Office, Department of Population Statistics of the State Statistical Bureau (Ed.) 1994.  1990 Population Census of China - Proceedings of International Seminar.  p. 681, Table 4.",1994
China,156,[Total],TFR,1988,2.66,"1997 FPRHS,Birth Histories,TF-level-education,2871-63-40398",Birth histories,Survey,Survey,2871,China 1997 National Family Planning and Reproductive Health Survey,1997 FPRHS,1997,1997,TF-level-education,2003
China,156,[Total],TFR,1988,2.564986,"Estimates,Computed from education statistics,TFR Education estimates 2015 (Census enrolment rate), UNPD",Computed from education stats,Estimate,Estimate,2068,All sources of estimates,Estimates,1988,1988,United Nations Population Division,2015
China,156,[Total],TFR,1988,2.383099,"Estimates,Computed from CBR from NBS, UNPD",Computed rate from NSO,Estimate,Estimate,2068,All sources of estimates,Estimates,1988,1988,United Nations Population Division,2015
China,156,[Total],TFR,1988.020191,2.52,"1988 Two-per-Thousand FS,Reconstructed Birth Histories data,Below Replacement Fertility in China,140-164-40359",Reconstructed Birth Histories data,Survey,Survey,140,China 1988 National Two-per-Thousand-Population Sample Survey on Fertility and Contraceptives,1988 Two-per-Thousand FS,1988,1988,Below Replacement Fertility in China - A Close Look at Recent Evidence,1994
China,156,[Total],TFR,1988.249267578,2.28,"1992 Fertility Survey,Birth Histories,Below Replacement Fertility in China,750-63-40359",Birth histories,Survey,Survey,750,China 1992 National Fertility and Family Planning Survey,1992 Fertility Survey,1992,1992,Below Replacement Fertility in China - A Close Look at Recent Evidence,1994
China,156,[Total],TFR,1988.337782,2.48,"2000 Census,Reconstructed Birth Histories data,Fertility Estimates,272-164-40383",Reconstructed Birth Histories data,Census,Census,272,China 2000 Census,2000 Census,2000,2000,"Fertility Estimates for Provinces of China, 1975-2000",2007
China,156,[Total],TFR,1988.502739726,2.564998,"2000 Census, reverse survival method",Reverse survival method,Census,Census,272,China 2000 Census,2000 Census,2000,2000,United Nations Population Division,2019
China,156,[Total],TFR,1988.502739726,2.566203,"2010 Census, reverse survival method",Reverse survival method,Census,Census,4778,China 2010 Census,2010 Census,2010,2010,United Nations Population Division,2019
China,156,[Total],TFR,1989,2.41,"1997 FPRHS,Birth Histories,TF-level-education,2871-63-40398",Birth histories,Survey,Survey,2871,China 1997 National Family Planning and Reproductive Health Survey,1997 FPRHS,1997,1997,TF-level-education,2003
China,156,[Total],TFR,1989,2.13,"Annual APC,Recent births,Population Statistics Yearbook,4481",Recent births,Survey,Annual HH survey,4481,China 1989 Annual Population Change Survey (1‰ Survey),Annual APC,1989,1989,Population Statistics Yearbook,1990
China,156,[Total],TFR,1989,2.205738,"Estimates,Computed from CBR from NBS, UNPD",Computed rate from NSO,Estimate,Estimate,2068,All sources of estimates,Estimates,1989,1989,United Nations Population Division,2015
China,156,[Total],TFR,1989,2.442011,"Estimates,Computed from education statistics,TFR Education estimates 2015 (Census enrolment rate), UNPD",Computed from education stats,Estimate,Estimate,2068,All sources of estimates,Estimates,1989,1989,United Nations Population Division,2015
China,156,[Total],TFR,1989.000732422,2.2965,"1990 Census,Reconstructed Birth Histories data,Population Census 1990,1569-164-40390",Reconstructed Birth Histories data,Census,Census,1569,China 1990 Census,1990 Census,1990,1990,"Recent fertility trends in China:  Results from the 1990 Census. in Census Office, Department of Population Statistics of the State Statistical Bureau (Ed.) 1994.  1990 Population Census of China - Proceedings of International Seminar.  p. 681, Table 4.",1994
China,156,[Total],TFR,1989.249267578,2.24,"1992 Fertility Survey,Birth Histories,Below Replacement Fertility in China,750-63-40359",Birth histories,Survey,Survey,750,China 1992 National Fertility and Family Planning Survey,1992 Fertility Survey,1992,1992,Below Replacement Fertility in China - A Close Look at Recent Evidence,1994
China,156,[Total],TFR,1989.337782,2.3055,"2000 Census,Reconstructed Birth Histories data,Fertility Estimates,272-164-40383",Reconstructed Birth Histories data,Census,Census,272,China 2000 Census,2000 Census,2000,2000,"Fertility Estimates for Provinces of China, 1975-2000",2007
China,156,[Total],TFR,1989.501369863,2.568319,"2000 Census, reverse survival method",Reverse survival method,Census,Census,272,China 2000 Census,2000 Census,2000,2000,United Nations Population Division,2019
China,156,[Total],TFR,1989.501369863,2.724937,"2010 Census, reverse survival method",Reverse survival method,Census,Census,4778,China 2010 Census,2010 Census,2010,2010,United Nations Population Division,2019
China,156,[Total],TFR,1989.998630137,2.71,"1990 Census, Relational Gompertz method",Relational Gompertz model,Census,Census,1569,China 1990 Census,1990 Census,1990,1990,"1990 Census, Relational Gompertz method",2019
China,156,[Total],TFR,1989.998657227,2.1755,"1990 Census,Reconstructed Birth Histories data,Population Census 1990,1569-164-40390",Reconstructed Birth Histories data,Census,Census,1569,China 1990 Census,1990 Census,1990,1990,"Recent fertility trends in China:  Results from the 1990 Census. in Census Office, Department of Population Statistics of the State Statistical Bureau (Ed.) 1994.  1990 Population Census of China - Proceedings of International Seminar.  p. 681, Table 4.",1994
China,156,[Total],TFR,1989.998657227,2.25044,"1990 Census,Recent births,National Statistics,1569-62-40352",Recent births,Census,Census,1569,China 1990 Census,1990 Census,1990,1990,1990 census tabulation,2013
China,156,[Total],TFR,1990,2.4,"1997 FPRHS,Birth Histories,TF-level-education,2871-63-40398",Birth histories,Survey,Survey,2871,China 1997 National Family Planning and Reproductive Health Survey,1997 FPRHS,1997,1997,TF-level-education,2003
China,156,[Total],TFR,1990,2.22,"Annual APC,Recent births,Population Statistics Yearbook,765",Recent births,Survey,Annual HH survey,765,China 1990 Annual Population Change Survey (1‰ Survey),Annual APC,1990,1990,Population Statistics Yearbook,1991
China,156,[Total],TFR,1990,2.494954,"Estimates,Computed from education statistics,TFR Education estimates 2015 (Census enrolment rate), UNPD",Computed from education stats,Estimate,Estimate,2068,All sources of estimates,Estimates,1990,1990,United Nations Population Division,2015
China,156,[Total],TFR,1990,2.23164,"Estimates,Computed from CBR from NBS, UNPD",Computed rate from NSO,Estimate,Estimate,2068,All sources of estimates,Estimates,1990,1990,United Nations Population Division,2015
China,156,[Total],TFR,1990.249267578,2.04,"1992 Fertility Survey,Birth Histories,Below Replacement Fertility in China,750-63-40359",Birth histories,Survey,Survey,750,China 1992 National Fertility and Family Planning Survey,1992 Fertility Survey,1992,1992,Below Replacement Fertility in China - A Close Look at Recent Evidence,1994
China,156,[Total],TFR,1990.337782,2.414,"2000 Census,Reconstructed Birth Histories data,Fertility Estimates,272-164-40383",Reconstructed Birth Histories data,Census,Census,272,China 2000 Census,2000 Census,2000,2000,"Fertility Estimates for Provinces of China, 1975-2000",2007
China,156,[Total],TFR,1990.5,1.7255,"Annual APC,Recent births,China's Fertility Puzzle,766-62-40391",Recent births,Survey,Annual HH survey,766,China 1991 Annual Population Change Survey (1‰ Survey),Annual APC,1991,1991,Reexamining-China's-Fertility-Puzzle PDR,2006
China,156,[Total],TFR,1990.5,2.23,"Estimates,Fertility data (Adjusted),National Statistics,2068-126-40366",Fertility data (adjusted),Estimate,Estimate,2068,All sources of estimates,Estimates,1990,1990,China Population Statistics Yearbook,2010
China,156,[Total],TFR,1990.5,2.23,"Estimates,Fertility data (Adjusted),China's recent fertility decline,2068-126-40380",Fertility data (adjusted),Estimate,Estimate,2068,All sources of estimates,Estimates,1990,1990,China's-recent-fertility-decline Evidence-from-reconstructed-fertility-statistics,2010
China,156,[Total],TFR,1990.5,2.19,"Estimates,Fertility data (Adjusted),The 2000 Census Underreporting Surprise,2068-126-40379",Fertility data (adjusted),Estimate,Estimate,2068,All sources of estimates,Estimates,1990,1990,China's Missing Children- The 2000 Census Underreporting Surprise,2004
China,156,[Total],TFR,1990.501369863,2.561803,Hospital Registration,Direct,Estimate,Estimate,2068,All sources of estimates,Estimates,1990,1990,Hospital Regstration,2019
China,156,[Total],TFR,1990.501369863,2.534413,"2000 Census, reverse survival method",Reverse survival method,Census,Census,272,China 2000 Census,2000 Census,2000,2000,United Nations Population Division,2019
China,156,[Total],TFR,1990.501369863,2.720938,"2010 Census, reverse survival method",Reverse survival method,Census,Census,4778,China 2010 Census,2010 Census,2010,2010,United Nations Population Division,2019
China,156,[Total],TFR,1991,2.29,"2001 FPRHS,Birth Histories,TF-level-education,2912-63-40398",Birth histories,Survey,Survey,2912,China 2001 National Family Planning and Reproductive Health Survey,2001 FPRHS,2001,2001,TF-level-education,2003
China,156,[Total],TFR,1991,2.29,"1997 FPRHS,Birth Histories,TF-level-education,2871-63-40398",Birth histories,Survey,Survey,2871,China 1997 National Family Planning and Reproductive Health Survey,1997 FPRHS,1997,1997,TF-level-education,2003
China,156,[Total],TFR,1991,2.119599,"Estimates,Computed from education statistics,TFR Education estimates 2015 (Census enrolment rate), UNPD",Computed from education stats,Estimate,Estimate,2068,All sources of estimates,Estimates,1991,1991,United Nations Population Division,2015
China,156,[Total],TFR,1991,2.022292,"Estimates,Computed from CBR from NBS, UNPD",Computed rate from NSO,Estimate,Estimate,2068,All sources of estimates,Estimates,1991,1991,United Nations Population Division,2015
China,156,[Total],TFR,1991.249267578,1.66,"1992 Fertility Survey,Birth Histories,Below Replacement Fertility in China,750-63-40359",Birth histories,Survey,Survey,750,China 1992 National Fertility and Family Planning Survey,1992 Fertility Survey,1992,1992,Below Replacement Fertility in China - A Close Look at Recent Evidence,1994
China,156,[Total],TFR,1991.337782,1.8405,"2000 Census,Reconstructed Birth Histories data,Fertility Estimates,272-164-40383",Reconstructed Birth Histories data,Census,Census,272,China 2000 Census,2000 Census,2000,2000,"Fertility Estimates for Provinces of China, 1975-2000",2007
China,156,[Total],TFR,1991.5,1.973,"Estimates,Fertility data (Adjusted),China's recent fertility decline,2068-126-40380",Fertility data (adjusted),Estimate,Estimate,2068,All sources of estimates,Estimates,1991,1991,China's-recent-fertility-decline Evidence-from-reconstructed-fertility-statistics,2010
China,156,[Total],TFR,1991.5,1.973,"Estimates,Fertility data (Adjusted),National Statistics,2068-126-40366",Fertility data (adjusted),Estimate,Estimate,2068,All sources of estimates,Estimates,1991,1991,China Population Statistics Yearbook,2010
China,156,[Total],TFR,1991.5,1.597,"Annual APC,Recent births,China's Fertility Puzzle,627-62-40391",Recent births,Survey,Annual HH survey,627,China 1992 Annual Population Change Survey (1‰ Survey),Annual APC,1992,1992,Reexamining-China's-Fertility-Puzzle PDR,2006
China,156,[Total],TFR,1991.5,1.81,"Estimates,Computed from ASFR from NBS, Goodkind (2011)",Computed rate from NSO,Estimate,Estimate,2068,All sources of estimates,Estimates,1991,1991,"Goodkind, D. Demography. Child Underreporting, Fertility, and Sex Ratio Imbalance in China. Fig1",2011
China,156,[Total],TFR,1991.5,2,"Estimates,Fertility data (Adjusted),The 2000 Census Underreporting Surprise,2068-126-40379",Fertility data (adjusted),Estimate,Estimate,2068,All sources of estimates,Estimates,1991,1991,China's Missing Children- The 2000 Census Underreporting Surprise,2004
China,156,[Total],TFR,1991.501369863,2.646748,Hospital Registration,Direct,Estimate,Estimate,2068,All sources of estimates,Estimates,1991,1991,Hospital Regstration,2019
China,156,[Total],TFR,1991.501369863,2.03816,"2010 Census, reverse survival method",Reverse survival method,Census,Census,4778,China 2010 Census,2010 Census,2010,2010,United Nations Population Division,2019
China,156,[Total],TFR,1992,1.928662,"Estimates,Computed from education statistics,TFR Education estimates 2015 (Census enrolment rate), UNPD",Computed from education stats,Estimate,Estimate,2068,All sources of estimates,Estimates,1992,1992,United Nations Population Division,2015
China,156,[Total],TFR,1992,1.860923,"Estimates,Computed from CBR from NBS, UNPD",Computed rate from NSO,Estimate,Estimate,2068,All sources of estimates,Estimates,1992,1992,United Nations Population Division,2015
China,156,[Total],TFR,1992,1.75,"1997 FPRHS,Birth Histories,TF-level-education,2871-63-40398",Birth histories,Survey,Survey,2871,China 1997 National Family Planning and Reproductive Health Survey,1997 FPRHS,1997,1997,TF-level-education,2003
China,156,[Total],TFR,1992,1.713,"2001 FPRHS,Birth Histories,China's Fertility Puzzle,2912-63-40391",Birth histories,Survey,Survey,2912,China 2001 National Family Planning and Reproductive Health Survey,2001 FPRHS,2001,2001,Reexamining-China's-Fertility-Puzzle PDR,2006
China,156,[Total],TFR,1992,1.77,"2001 FPRHS,Birth Histories,TF-level-education,2912-63-40398",Birth histories,Survey,Survey,2912,China 2001 National Family Planning and Reproductive Health Survey,2001 FPRHS,2001,2001,TF-level-education,2003
China,156,[Total],TFR,1992.249267578,1.47,"1992 Fertility Survey,Birth Histories,Below Replacement Fertility in China,750-63-40359",Birth histories,Survey,Survey,750,China 1992 National Fertility and Family Planning Survey,1992 Fertility Survey,1992,1992,Below Replacement Fertility in China - A Close Look at Recent Evidence,1994
China,156,[Total],TFR,1992.337782,1.674,"2000 Census,Reconstructed Birth Histories data,Fertility Estimates,272-164-40383",Reconstructed Birth Histories data,Census,Census,272,China 2000 Census,2000 Census,2000,2000,"Fertility Estimates for Provinces of China, 1975-2000",2007
China,156,[Total],TFR,1992.5,1.82,"Estimates,Fertility data (Adjusted),The 2000 Census Underreporting Surprise,2068-126-40379",Fertility data (adjusted),Estimate,Estimate,2068,All sources of estimates,Estimates,1992,1992,China's Missing Children- The 2000 Census Underreporting Surprise,2004
China,156,[Total],TFR,1992.5,1.825,"Estimates,Fertility data (Adjusted),China's recent fertility decline,2068-126-40380",Fertility data (adjusted),Estimate,Estimate,2068,All sources of estimates,Estimates,1992,1992,China's-recent-fertility-decline Evidence-from-reconstructed-fertility-statistics,2010
China,156,[Total],TFR,1992.5,1.569,"Annual APC,Recent births,China's Fertility Puzzle,626-62-40391",Recent births,Survey,Annual HH survey,626,China 1993 Annual Population Change Survey (1‰ Survey),Annual APC,1993,1993,Reexamining-China's-Fertility-Puzzle PDR,2006
China,156,[Total],TFR,1992.5,1.645,"Estimates,Computed from ASFR from NBS, Goodkind (2011)",Computed rate from NSO,Estimate,Estimate,2068,All sources of estimates,Estimates,1992,1992,"Goodkind, D. Demography. Child Underreporting, Fertility, and Sex Ratio Imbalance in China. Fig1",2011
China,156,[Total],TFR,1992.5,1.825,"Estimates,Fertility data (Adjusted),National Statistics,2068-126-40366",Fertility data (adjusted),Estimate,Estimate,2068,All sources of estimates,Estimates,1992,1992,China Population Statistics Yearbook,2010
China,156,[Total],TFR,1992.502739726,1.926022,Hospital Registration,Direct,Estimate,Estimate,2068,All sources of estimates,Estimates,1992,1992,Hospital Regstration,2019
China,156,[Total],TFR,1992.502739726,1.922134,"2010 Census, reverse survival method",Reverse survival method,Census,Census,4778,China 2010 Census,2010 Census,2010,2010,United Nations Population Division,2019
China,156,[Total],TFR,1993,1.823775,"Estimates,Computed from education statistics,TFR Education estimates 2015 (Census enrolment rate), UNPD",Computed from education stats,Estimate,Estimate,2068,All sources of estimates,Estimates,1993,1993,United Nations Population Division,2015
China,156,[Total],TFR,1993,1.842212,"Estimates,Computed from CBR from NBS, UNPD",Computed rate from NSO,Estimate,Estimate,2068,All sources of estimates,Estimates,1993,1993,United Nations Population Division,2015
China,156,[Total],TFR,1993,1.542,"2001 FPRHS,Birth Histories,China's Fertility Puzzle,2912-63-40391",Birth histories,Survey,Survey,2912,China 2001 National Family Planning and Reproductive Health Survey,2001 FPRHS,2001,2001,Reexamining-China's-Fertility-Puzzle PDR,2006
China,156,[Total],TFR,1993,1.59,"2001 FPRHS,Birth Histories,TF-level-education,2912-63-40398",Birth histories,Survey,Survey,2912,China 2001 National Family Planning and Reproductive Health Survey,2001 FPRHS,2001,2001,TF-level-education,2003
China,156,[Total],TFR,1993,1.57,"1997 FPRHS,Birth Histories,TF-level-education,2871-63-40398",Birth histories,Survey,Survey,2871,China 1997 National Family Planning and Reproductive Health Survey,1997 FPRHS,1997,1997,TF-level-education,2003
China,156,[Total],TFR,1993.337782,1.5955,"2000 Census,Reconstructed Birth Histories data,Fertility Estimates,272-164-40383",Reconstructed Birth Histories data,Census,Census,272,China 2000 Census,2000 Census,2000,2000,"Fertility Estimates for Provinces of China, 1975-2000",2007
China,156,[Total],TFR,1993.5,1.728,"Estimates,Fertility data (Adjusted),China's recent fertility decline,2068-126-40380",Fertility data (adjusted),Estimate,Estimate,2068,All sources of estimates,Estimates,1993,1993,China's-recent-fertility-decline Evidence-from-reconstructed-fertility-statistics,2010
China,156,[Total],TFR,1993.5,1.84,"Estimates,Fertility data (Adjusted),National Statistics,2068-126-40366",Fertility data (adjusted),Estimate,Estimate,2068,All sources of estimates,Estimates,1993,1993,China Population Statistics Yearbook,2010
China,156,[Total],TFR,1993.5,1.81,"Estimates,Fertility data (Adjusted),The 2000 Census Underreporting Surprise,2068-126-40379",Fertility data (adjusted),Estimate,Estimate,2068,All sources of estimates,Estimates,1993,1993,China's Missing Children- The 2000 Census Underreporting Surprise,2004
China,156,[Total],TFR,1993.5,1.58,"Estimates,Computed from ASFR from NBS, Goodkind (2011)",Computed rate from NSO,Estimate,Estimate,2068,All sources of estimates,Estimates,1993,1993,"Goodkind, D. Demography. Child Underreporting, Fertility, and Sex Ratio Imbalance in China. Fig1",2011
China,156,[Total],TFR,1993.501369863,1.547045,Hospital Registration,Direct,Estimate,Estimate,2068,All sources of estimates,Estimates,1993,1993,Hospital Regstration,2019
China,156,[Total],TFR,1993.501369863,1.895075,"2010 Census, reverse survival method",Reverse survival method,Census,Census,4778,China 2010 Census,2010 Census,2010,2010,United Nations Population Division,2019
China,156,[Total],TFR,1994,1.727435,"Estimates,Computed from education statistics,TFR Education estimates 2015 (Census enrolment rate), UNPD",Computed from education stats,Estimate,Estimate,2068,All sources of estimates,Estimates,1994,1994,United Nations Population Division,2015
China,156,[Total],TFR,1994,1.812978,"Estimates,Computed from CBR from NBS, UNPD",Computed rate from NSO,Estimate,Estimate,2068,All sources of estimates,Estimates,1994,1994,United Nations Population Division,2015
China,156,[Total],TFR,1994,1.51,"1997 FPRHS,Birth Histories,TF-level-education,2871-63-40398",Birth histories,Survey,Survey,2871,China 1997 National Family Planning and Reproductive Health Survey,1997 FPRHS,1997,1997,TF-level-education,2003
China,156,[Total],TFR,1994,1.52,"2001 FPRHS,Birth Histories,TF-level-education,2912-63-40398",Birth histories,Survey,Survey,2912,China 2001 National Family Planning and Reproductive Health Survey,2001 FPRHS,2001,2001,TF-level-education,2003
China,156,[Total],TFR,1994,1.441,"2001 FPRHS,Birth Histories,China's Fertility Puzzle,2912-63-40391",Birth histories,Survey,Survey,2912,China 2001 National Family Planning and Reproductive Health Survey,2001 FPRHS,2001,2001,Reexamining-China's-Fertility-Puzzle PDR,2006
China,156,[Total],TFR,1994,1.55,"Annual APC,Recent births,Population Statistics Yearbook,625",Recent births,Survey,Annual HH survey,625,China 1994 Annual Population Change Survey (1‰ Survey),Annual APC,1994,1994,Population Statistics Yearbook,1995
China,156,[Total],TFR,1994.249267578,1.602,"Annual APC,Recent births,China's Fertility Puzzle,625-62-40391",Recent births,Survey,Annual HH survey,625,China 1994 Annual Population Change Survey (1‰ Survey),Annual APC,1994,1994,Reexamining-China's-Fertility-Puzzle PDR,2006
China,156,[Total],TFR,1994.337782,1.469,"2000 Census,Reconstructed Birth Histories data,Fertility Estimates,272-164-40383",Reconstructed Birth Histories data,Census,Census,272,China 2000 Census,2000 Census,2000,2000,"Fertility Estimates for Provinces of China, 1975-2000",2007
China,156,[Total],TFR,1994.5,1.79,"Estimates,Fertility data (Adjusted),The 2000 Census Underreporting Surprise,2068-126-40379",Fertility data (adjusted),Estimate,Estimate,2068,All sources of estimates,Estimates,1994,1994,China's Missing Children- The 2000 Census Underreporting Surprise,2004
China,156,[Total],TFR,1994.5,1.726,"Estimates,Fertility data (Adjusted),China's recent fertility decline,2068-126-40380",Fertility data (adjusted),Estimate,Estimate,2068,All sources of estimates,Estimates,1994,1994,China's-recent-fertility-decline Evidence-from-reconstructed-fertility-statistics,2010
China,156,[Total],TFR,1994.5,1.6,"Estimates,Computed from ASFR from NBS, Goodkind (2011)",Computed rate from NSO,Estimate,Estimate,2068,All sources of estimates,Estimates,1994,1994,"Goodkind, D. Demography. Child Underreporting, Fertility, and Sex Ratio Imbalance in China. Fig1",2011
China,156,[Total],TFR,1994.5,1.821,"Estimates,Fertility data (Adjusted),National Statistics,2068-126-40366",Fertility data (adjusted),Estimate,Estimate,2068,All sources of estimates,Estimates,1994,1994,China Population Statistics Yearbook,2010
China,156,[Total],TFR,1994.501369863,1.701698,"2010 Census, reverse survival method",Reverse survival method,Census,Census,4778,China 2010 Census,2010 Census,2010,2010,United Nations Population Division,2019
China,156,[Total],TFR,1995,1.700709,"Estimates,Computed from education statistics,TFR Education estimates 2015 (Census enrolment rate), UNPD",Computed from education stats,Estimate,Estimate,2068,All sources of estimates,Estimates,1995,1995,United Nations Population Division,2015
China,156,[Total],TFR,1995,1.776538,"Estimates,Computed from CBR from NBS, UNPD",Computed rate from NSO,Estimate,Estimate,2068,All sources of estimates,Estimates,1995,1995,United Nations Population Division,2015
China,156,[Total],TFR,1995,1.37,"2001 FPRHS,Birth Histories,China's Fertility Puzzle,2912-63-40391",Birth histories,Survey,Survey,2912,China 2001 National Family Planning and Reproductive Health Survey,2001 FPRHS,2001,2001,Reexamining-China's-Fertility-Puzzle PDR,2006
China,156,[Total],TFR,1995,1.32,"1997 FPRHS,Birth Histories,TF-level-education,2871-63-40398",Birth histories,Survey,Survey,2871,China 1997 National Family Planning and Reproductive Health Survey,1997 FPRHS,1997,1997,TF-level-education,2003
China,156,[Total],TFR,1995,1.41,"2001 FPRHS,Birth Histories,TF-level-education,2912-63-40398",Birth histories,Survey,Survey,2912,China 2001 National Family Planning and Reproductive Health Survey,2001 FPRHS,2001,2001,TF-level-education,2003
China,156,[Total],TFR,1995.249267578,1.45607,"1995 One-percent Survey,Recent births,National Statistics,206-62-40354",Recent births,Survey,Survey,206,China 1995 One-percent Sample Survey,1995 One-percent Survey,1995,1995,1995 1% population survey tabulation,2013
